Item_to_craft,a,item_id_1,b,item_id_2,c,item_id_3,d,item_id_4,e,item_id_5,f,item_id_6,g,item_id_7,h,item_id_8
8632,1,8994,2,8746,10,8750,10,8744,12,417,,,,,,
8633,1,8994,2,8748,10,8752,10,8744,16,429,,,,,,
8634,1,8994,2,8747,10,8751,10,8744,14,439,,,,,,
8635,1,8994,2,8745,10,8749,10,8744,20,1890,,,,,,
8636,1,8994,2,8746,10,8744,10,8750,10,372,,,,,,
8637,1,8994,2,8748,4,2283,10,8752,10,8744,,,,,,
8638,1,8994,2,8747,2,2466,10,8744,10,8751,,,,,,
8639,1,8995,4,8760,4,8757,10,8766,10,8767,20,8801,65,2551,,
8640,1,8995,4,8760,4,8757,10,8766,10,8767,20,8801,65,1890,,
8641,1,8995,4,8757,4,8760,10,8767,10,8766,20,8801,24,372,,
8642,1,8995,4,8760,4,8757,10,8767,10,8766,20,8801,71,2528,,
8643,1,8995,2,2512,4,8757,4,8760,10,8767,10,8766,20,8801,,
8644,1,8995,4,8757,4,8760,10,8767,10,8766,16,1893,20,8801,,
8645,1,8995,4,8757,4,8760,10,8766,10,8767,15,1652,20,8801,,
8646,1,8995,4,8757,4,8760,6,2495,10,8767,10,8766,20,8801,,
8647,1,8995,4,8760,4,8757,7,2499,10,8766,10,8767,20,8801,,
8648,1,8995,4,8760,4,8757,6,2583,10,8766,10,8767,20,8801,,
8649,1,8995,4,8760,4,8757,10,8767,10,8766,11,2491,20,8801,,
8650,1,8995,4,8760,4,8757,5,2302,10,8767,10,8766,20,8801,,
8651,1,8770,2,8784,10,2596,18,8779,20,8778,24,8781,28,8780,30,8782
8652,1,8770,2,2468,2,8784,18,8779,20,8778,24,8781,28,8780,30,8782
8653,1,8770,2,8784,2,2297,18,8779,20,8778,24,8781,28,8780,30,8782
8654,1,8770,2,2510,2,8784,18,8779,20,8778,24,8781,28,8780,30,8782
8655,1,8770,2,8784,2,2631,18,8779,20,8778,24,8781,28,8780,30,8782
8656,1,8770,2,8784,2,2267,18,8779,20,8778,24,8781,28,8780,30,8782
8657,1,8770,2,2673,2,8784,18,8779,20,8778,24,8781,28,8780,30,8782
8658,1,8770,1,2669,2,8784,18,8779,20,8778,24,8781,28,8780,30,8782
8659,1,8770,1,2651,2,8784,18,8779,20,8778,24,8781,28,8780,30,8782
8660,1,8770,1,2652,2,8784,18,8779,20,8778,24,8781,28,8780,30,8782
8661,1,2650,1,8770,2,8784,18,8779,20,8778,24,8781,28,8780,30,8782
8662,1,2649,1,8770,2,8784,18,8779,20,8778,24,8781,28,8780,30,8782
8663,1,8996,2,8753,10,8767,10,8766,20,8763,20,8756,60,2496,,
8664,1,8996,2,8753,10,8766,20,8756,20,8763,20,8767,60,2301,,
8665,1,8996,2,8753,10,8767,10,8766,20,8756,20,8763,40,2497,,
8666,1,8996,2,8753,10,8766,10,8767,10,8309,20,8756,20,8763,,
8667,1,8996,2,8753,10,8766,10,8767,16,2482,20,8756,20,8763,,
8668,1,8996,2,8753,10,8766,10,8767,20,8763,20,8756,25,2288,,
8669,1,8996,2,8753,10,8767,10,8766,20,8763,20,8756,36,2584,,
8670,1,8996,2,8753,10,8767,10,8766,20,8763,20,8756,37,2249,,
8679,1,8677,,,,,,,,,,,,,,
8695,1,8804,1,1558,1,8798,1,8404,1,8998,1,6904,5,8792,55,8778
8699,1,1557,1,8997,1,8916,1,8770,2,8777,5,8753,7,8791,8,8807
8704,1,8798,1,8996,2,2506,7,8753,8,8807,22,2550,28,2273,34,8783
8706,1,8693,,,,,,,,,,,,,,
8713,1,8996,2,8753,10,8767,10,8766,20,8763,20,8756,63,2551,,
8714,1,8789,3,8771,4,8810,4,8793,5,8796,5,8792,16,8788,18,8790
8715,1,8789,3,8771,4,8793,5,8796,5,8792,6,8807,16,8788,18,8790
8716,1,8789,3,8771,4,8793,4,8736,5,8792,5,8796,16,8788,18,8790
8717,1,8789,4,8793,4,8737,4,8771,5,8796,5,8792,16,8788,18,8790
8718,1,8789,3,8771,4,8793,4,8811,5,8792,5,8796,16,8788,18,8790
8719,1,8789,3,8771,4,8793,4,8741,5,8796,5,8792,16,8788,18,8790
8720,1,8789,3,8771,4,8755,4,8793,5,8796,5,8792,16,8788,18,8790
8721,1,8789,3,8771,4,8739,4,8793,5,8796,5,8792,16,8788,18,8790
8722,1,8789,3,8771,4,2280,4,8793,5,8792,5,8796,16,8788,18,8790
8723,1,8789,2,2560,3,8771,4,8793,5,8796,5,8792,16,8788,18,8790
8724,1,8789,3,8771,4,8793,4,8754,5,8796,5,8792,16,8788,18,8790
8725,1,8789,3,8729,3,8771,4,8793,5,8792,5,8796,16,8788,18,8790
8726,1,8996,2,8753,10,8766,10,8767,20,8756,20,8763,42,2528,,
8727,1,8996,2,8753,10,8767,10,8766,20,8756,20,8763,23,7297,,
8728,1,8996,2,8753,10,8766,10,8767,20,8756,20,8763,41,7260,,
8818,1,8997,1,8795,3,8809,5,8810,6,8811,11,8808,42,8756,160,8801
8819,1,952,4,8811,6,8810,7,8807,8,8791,12,8760,82,8801,,
8820,1,8777,2,929,4,8774,5,8772,14,8806,36,8797,42,8780,110,8800
8821,1,929,1,8764,3,8784,3,8773,14,8803,19,8785,26,8782,89,8800
8822,1,8996,2,8792,3,8774,12,8756,13,8796,14,8781,17,8779,69,8797
8823,1,8995,3,8771,8,8790,9,8784,16,8762,16,8757,43,8785,,
8824,1,8798,4,8807,9,8793,11,8760,18,8766,19,8801,22,8783,59,8832
8825,3,8775,3,8786,3,8731,10,7014,10,8738,10,472,25,8779,35,8785
8826,1,8770,2,1999,3,1555,3,8805,3,8765,5,465,25,8800,35,8781
8827,1,1557,1,8806,1,8770,3,8773,5,8802,18,8832,28,8800,37,8780
8829,1,8995,2,8758,2,8755,7,8754,14,8763,29,8757,,,,
8833,1,8765,1,8755,2,8769,2,8738,4,8729,13,2358,23,8730,,
8834,1,8996,1,8774,2,8765,2,8773,3,8772,8,8784,48,8785,,
8835,1,8997,2,8775,3,8771,9,8796,28,8781,34,8780,52,8797,,
8836,1,8798,1,8770,2,8786,11,8772,13,8790,18,471,56,8779,,
8837,1,8789,2,920,3,8764,5,8792,5,8765,18,8804,23,8788,112,8800
8838,1,8795,1,8770,1,8916,1,8384,4,7026,4,8777,5,929,11,8796
8839,1,1088,1,8789,1,8777,1,8764,1,2625,2,8808,29,8801,31,8797
8840,1,8764,1,8789,1,8777,1,1088,1,2626,2,8808,29,8801,31,8797
8841,1,8789,1,1088,1,8764,1,2627,1,8777,2,8808,29,8801,31,8797
8842,1,8764,1,2628,1,8777,1,1088,1,8789,2,8808,29,8801,31,8797
8843,1,8798,1,8998,6,8786,6,8755,18,1613,29,8790,43,8766,120,1664
8844,1,8998,4,8809,11,8811,11,8810,11,8808,15,8324,25,745,210,8801
8845,1,8764,1,8808,3,8791,4,8810,7,8811,14,8807,101,8801,,
8846,1,8996,3,8774,3,8741,5,929,6,8769,13,8805,23,8801,75,8800
8847,1,8770,4,8773,4,8811,5,929,6,8807,14,8802,36,8790,102,8800
8848,1,8916,1,8808,4,8792,5,8810,5,929,6,8807,16,8804,115,8800
8849,4,8791,4,8764,8,8807,11,8774,29,8756,36,8788,38,7013,43,8781
8850,1,8770,3,8810,3,8777,4,8792,6,8807,13,8771,26,8832,66,8778
8855,1,8681,1,1852,3,460,3,7032,3,1780,5,1806,,,,
8856,1,6450,1,8798,2,8996,4,8764,8,8792,9,8808,11,8776,12,8793
8858,4,8811,4,8755,5,8810,6,8776,7,8807,29,8756,90,8801,,
8859,1,8916,4,8809,5,8810,6,8807,6,8811,10,8326,15,8740,250,8801
8860,1,8738,1,8729,1,2505,5,7032,7,8744,8,7033,,,,
8861,1,8998,1,8789,1,8996,1,7217,3,8758,8,8793,69,8790,98,8778
8862,1,8798,1,8789,12,8792,14,8776,16,8769,40,8788,50,8783,60,8767
8863,1,8404,2,8803,3,8805,3,8777,3,8806,3,8804,4,8802,150,8800
8864,1,8798,4,8802,4,8777,6,8786,8,8793,17,7925,24,8057,69,8832
8865,1,8121,4,8764,5,8738,8,8793,15,8736,28,8681,32,2538,45,8832
8866,1,2281,3,8808,10,2273,10,2278,50,929,50,8801,150,8800,,
8867,1,8994,2,8748,3,8735,6,8760,8,8801,15,2556,,,,
8868,1,8997,2,8764,4,8776,9,8786,17,2416,18,8783,32,476,56,8787
8869,1,1558,1,8770,8,8077,12,7014,16,8796,26,8832,42,7013,61,8797
8870,1,8995,3,8776,3,8739,4,8741,9,8784,25,7016,48,8785,,
8871,1,8916,3,8775,3,8771,5,8792,13,8796,28,8780,35,7013,68,8797
8872,1,8735,1,8732,1,8730,1,8733,1,8734,,,,,,
8873,1,8733,1,8734,1,8738,1,8735,10,8744,,,,,,
8874,1,2392,1,8809,3,8807,3,2632,4,8810,4,8811,71,8801,,
8876,1,8812,5,1859,6,8813,6,1829,12,8800,17,8807,21,8832,30,8801
8877,1,8812,2,8813,4,1837,8,1830,12,8810,18,8806,23,8808,31,8801
8878,1,8758,4,8741,5,1988,7,7925,9,461,18,8766,24,8767,,
8879,1,2058,1,8769,1,8741,2,8737,3,8736,25,8762,,,,
8880,1,1558,2,8755,3,8753,9,8767,10,8766,15,8756,18,8763,,
8881,1,2549,1,2543,1,2540,3,8730,6,8744,,,,,,
8883,1,1777,1,1775,1,1770,1,2542,1,1773,,,,,,
8885,1,7524,,,,,,,,,,,,,,
8913,1,7904,1,8749,1,7903,1,8750,1,7068,1,8752,1,8751,,
8917,1,8730,10,8744,,,,,,,,,,,,
8918,1,8763,1,8766,1,1019,1,8801,,,,,,,,
8919,1,8756,1,1021,1,8767,1,8801,,,,,,,,
8924,2,8792,2,8795,2,643,3,2620,3,8771,9,8791,32,8788,130,8744
8925,1,8998,1,8381,3,8764,6,1347,6,1345,8,8796,12,8807,32,461
8926,1,8789,1,8404,3,8795,4,8076,10,8803,11,8786,82,8783,113,8756
8927,1,2527,1,8998,7,8806,8,8811,43,8787,45,8800,62,8788,150,7433
8928,1,2620,1,2633,1,8795,1,8387,6,8776,23,7033,59,8801,90,2632
8929,1,8384,1,8996,2,1679,4,8776,26,7434,28,7032,38,8787,38,8783
8930,1,8387,1,8144,1,8770,1,6662,2,2294,11,8805,47,8797,59,8779
8931,1,8996,1,8998,1,8381,2,8795,9,8793,21,8736,60,8790,100,745
8932,1,2623,1,8789,8,8403,13,8803,16,6457,68,8788,69,8763,98,8801
8933,1,2614,2,2007,4,8764,5,8769,8,8784,18,750,26,445,39,8782
8934,1,8798,1,2527,2,8777,12,7289,15,7032,35,394,49,8788,65,8797
8935,1,8916,2,8809,3,2003,5,929,8,8737,8,8804,10,8736,22,461
8936,1,8996,3,316,3,8811,5,8776,19,474,27,8757,29,8763,48,8762
8937,1,699,1,2623,1,8998,2,1989,14,470,28,7032,35,8760,68,8740
8989,1,8916,1,8998,13,8776,13,8769,13,8792,51,8767,51,8783,51,8788
8990,1,450,1,2539,1,429,1,548,1,2529,,,,,,
8991,1,8812,3,8813,4,1828,5,1817,12,8811,20,8807,41,8801,200,600
8993,1,7192,1,65,1,202,1,8094,1,7195,1,2639,1,7102,1,4241
9001,2,7036,4,748,10,7016,10,449,12,2357,25,7013,,,,
9002,1,450,2,313,10,2579,10,6457,10,2453,10,2552,10,7013,,
9003,10,460,10,7277,10,7278,10,7276,10,7275,25,443,,,,
9004,1,747,2,2291,4,2357,5,461,50,7222,,,,,,
9005,1,1694,2,361,2,7304,2,7259,10,7285,10,745,30,445,51,7301
9006,3,7270,3,7272,10,7016,10,749,10,7305,10,582,50,885,,
9007,1,7017,2,7261,2,3208,8,445,10,1736,10,7036,10,2480,,
9008,1,7305,2,464,4,600,10,749,10,312,10,7013,12,2275,,
9009,1,7261,2,459,2,476,10,434,10,435,,,,,,
9010,1,7059,2,7302,2,7016,2,7258,10,7018,,,,,,
9011,1,461,1,747,2,7289,3,843,,,,,,,,
9012,1,461,1,747,2,7289,3,842,,,,,,,,
9013,1,747,1,461,2,7289,3,308,,,,,,,,
9014,1,461,1,747,2,7289,3,1129,,,,,,,,
9015,5,7013,5,303,5,442,,,,,,,,,,
9016,2,7270,3,6458,3,747,10,7013,10,471,,,,,,
9017,1,7017,2,7036,3,748,4,6457,5,7035,20,7016,25,7013,,
9018,1,2605,2,2306,3,449,3,746,5,7285,20,2594,,,,
9019,1,7014,6,406,8,885,10,749,10,473,15,289,,,,
9020,2,7279,2,7280,4,747,20,459,,,,,,,,
9021,1,487,2,316,3,7014,3,920,4,1686,10,7032,15,7294,50,6457
9022,1,472,1,7304,2,2805,4,7289,10,7016,50,2252,80,519,,
9023,1,7301,3,7260,4,7013,,,,,,,,,,
9024,1,6441,1,315,2,449,4,1610,7,7016,10,301,10,2358,10,997
9025,5,885,5,384,,,,,,,,,,,,
9026,2,444,2,7264,2,7262,2,7265,2,7263,4,7017,,,,
9027,1,2306,5,313,5,446,10,350,15,312,,,,,,
9028,1,7305,2,2293,3,7261,6,350,10,471,50,7224,,,,
9029,1,7298,1,470,2,2292,4,7016,13,745,15,473,50,7225,,
9030,1,7017,1,7261,1,449,2,2290,10,303,50,7223,,,,
9035,1,1778,1,2542,1,1776,1,1772,1,1774,,,,,,
9038,1,439,1,9382,,,,,,,,,,,,
9040,1,2302,1,9038,1,2336,,,,,,,,,,
9041,1,2557,1,426,1,9383,1,9040,,,,,,,,
9117,1,8826,1,9281,1,9280,1,2640,2,8770,8,9278,11,9267,28,8765
9122,1,6464,1,9382,1,9388,10,1776,50,1775,50,2556,,,,
9123,1,9388,1,6464,1,9382,10,1774,50,1773,50,2556,,,,
9124,1,9388,1,6464,1,9382,10,1772,50,1770,50,2556,,,,
9125,1,6464,1,9388,1,9382,10,1778,50,2556,50,1777,,,,
9126,1,9122,1,9384,5,9388,10,9381,10,9383,100,1775,100,2556,,
9127,1,9387,1,9123,5,9388,10,9381,10,9383,100,1773,100,2556,,
9128,1,9385,1,9124,5,9388,10,9381,10,9383,100,2556,100,1770,,
9129,1,9386,1,9125,5,9388,10,9381,10,9383,100,2556,100,1777,,
9130,1,8874,1,9280,1,9281,8,9263,9,9278,11,9277,15,8793,25,8792
9131,1,2561,1,8879,2,9280,3,9277,5,8786,10,9279,11,9278,15,1674
9132,3,8770,10,9267,10,9279,12,9277,13,8803,15,8804,17,8788,18,8755
9133,2,9280,3,2035,6,8784,9,8810,11,9263,12,9269,21,8783,27,8785
9134,3,8410,10,9263,11,8792,13,8802,20,9278,21,8765,24,8779,25,8741
9135,1,7103,2,8770,10,9263,12,8792,13,8775,14,8772,19,8765,21,9267
9136,1,9280,2,8365,6,9277,10,9278,11,9263,21,8781,31,8765,35,8785
9137,2,8365,2,9280,10,9267,11,9277,12,9263,15,9279,20,8802,50,8782
9138,1,2623,1,8868,10,8797,13,1674,15,9267,33,8739,36,8765,160,8762
9139,2,8770,10,8776,12,9269,15,9279,20,8064,25,8792,25,9263,30,8769
9140,1,8387,1,8384,2,9401,15,9263,16,8805,17,9269,28,8800,60,426
9141,1,8996,2,9280,10,9269,12,9277,31,8778,40,8800,52,8767,80,8756
9142,1,6995,2,8410,2,9280,9,8791,12,9278,21,8251,26,8800,60,8801
9143,2,9280,8,8771,10,8795,12,9277,13,8786,14,9269,17,8757,26,8736
9144,1,8870,1,8873,1,9280,3,8405,4,8381,9,8791,12,8380,18,9278
9145,1,9280,1,8384,8,8764,8,9277,12,8777,12,9278,35,8780,40,8783
9146,1,9281,1,8871,2,9280,4,8791,8,8803,10,8771,12,9269,13,9279
9147,1,8404,8,8753,15,7407,15,9278,18,7383,18,9269,20,9267,24,9263
9148,1,9127,1,9391,1,9128,1,9126,1,9129,5,9389,10,9382,,
9149,1,9388,1,1485,1,9381,10,1776,50,1775,50,2556,,,,
9150,1,9381,1,9388,1,1485,10,1774,50,2556,50,1773,,,,
9151,1,1485,1,9388,1,9381,10,1772,50,1770,50,2556,,,,
9152,1,9381,1,1485,1,9388,10,1778,50,2556,50,1777,,,,
9153,1,9149,1,9384,5,9388,10,9382,10,9383,100,2556,100,1775,,
9154,1,9150,1,9387,5,9388,10,9383,10,9382,100,1773,100,2556,,
9155,1,9151,1,9385,5,9388,10,9382,10,9383,100,2556,100,1770,,
9156,1,9386,1,9152,5,9388,10,9382,10,9383,100,2556,100,1777,,
9157,1,9153,1,9155,1,9391,1,9156,1,9154,5,9389,10,9381,,
9158,1,9383,1,9388,1,6909,10,1776,50,1775,50,2556,,,,
9159,1,9383,1,6909,1,9388,10,1774,50,2556,50,1773,,,,
9160,1,6909,1,9388,1,9383,10,1772,50,1770,50,2556,,,,
9161,1,6909,1,9383,1,9388,10,1778,50,1777,50,2556,,,,
9162,1,9384,1,9158,5,9388,10,9382,10,9383,100,2556,100,1775,,
9163,1,9159,1,9387,5,9388,10,9382,10,9383,100,1773,100,2556,,
9164,1,9385,1,9160,5,9388,10,9382,10,9383,100,1770,100,2556,,
9165,1,9386,1,9161,5,9388,10,9382,10,9383,100,2556,100,1777,,
9166,1,9391,1,9164,1,9165,1,9162,1,9163,5,9389,10,9381,,
9167,1,9388,1,6929,1,9381,10,1776,50,1775,50,2556,,,,
9168,1,6929,1,9388,1,9381,10,1774,50,2556,50,1773,,,,
9169,1,9381,1,6929,1,9388,10,1772,50,2556,50,1770,,,,
9170,1,9381,1,9388,1,6929,10,1778,50,2556,50,1777,,,,
9171,1,9384,1,9167,5,9388,10,9383,10,9381,100,1775,100,2556,,
9172,1,9387,1,9168,5,9388,10,9383,10,9381,100,1773,100,2556,,
9173,1,9169,1,9385,5,9388,10,9381,10,9383,100,2556,100,1770,,
9174,1,9386,1,9170,5,9388,10,9381,10,9383,100,2556,100,1777,,
9175,1,9173,1,9171,1,9174,1,9172,1,9391,5,9389,10,9382,,
9176,1,2623,1,9401,1,6799,2,8916,2,2295,11,8784,22,8765,150,8762
9177,1,6805,1,8404,2,9401,3,8996,10,8786,15,8772,15,8388,50,2559
9178,1,2561,1,6805,3,8916,3,9401,8,8380,9,8791,10,8805,15,8773
9179,1,6804,2,8996,2,9401,3,8916,15,8806,21,8773,25,8788,32,8741
9180,1,8387,1,6811,1,8384,1,8383,2,9401,3,8795,11,8786,100,8766
9181,1,6483,4,9401,12,8776,15,7381,17,8787,22,7405,23,8832,50,8800
9182,1,2527,1,9401,1,6807,2,8996,10,8761,15,8388,31,8790,40,8763
9183,1,6812,2,9401,3,8405,10,8806,11,8804,16,8772,25,8774,33,8736
9247,1,9269,1,9267,1,1674,2,8143,3,378,10,290,10,424,11,426
9248,2,1774,2,1772,2,1776,2,1778,5,2556,,,,,,
9254,1,9251,1,9250,1,9249,1,9252,,,,,,,,
9366,1,8805,1,1686,10,998,30,6903,50,309,,,,,,
9394,4,7404,6,7384,10,8786,10,8795,20,9382,32,8800,41,8788,43,8787
9395,1,9148,1,9166,1,9157,1,9175,10,8795,10,8764,32,8832,50,8766
9461,1,8267,1,7143,8,1892,10,8786,15,8755,15,8795,19,7384,20,8251
9463,1,2527,2,8398,12,8811,12,8802,14,9269,15,9267,18,8790,24,8765
9464,1,8812,1,8809,4,8813,5,1859,6,1827,13,8807,28,8808,45,8801
9468,1,2640,3,8753,4,8405,8,8802,9,8803,10,1674,10,8784,26,8765
9469,1,8916,3,8410,5,2035,5,8761,14,9269,20,8769,31,8774,100,8680
9595,1,9594,,,,,,,,,,,,,,
9616,1,7707,,,,,,,,,,,,,,
9661,1,9617,,,,,,,,,,,,,,
9665,1,9620,,,,,,,,,,,,,,
9666,1,9624,,,,,,,,,,,,,,
9671,1,9623,,,,,,,,,,,,,,
9771,1,397,1,311,1,1985,1,9764,1,1983,2,2012,2,1984,4,1986
9773,1,1983,1,1985,1,9766,1,397,2,311,2,2012,2,1984,4,1986
9774,1,397,1,9767,2,1983,2,1985,3,1984,3,311,3,2012,4,1986
9775,1,9768,1,397,3,1984,3,1985,3,1983,4,1986,4,2012,4,311
9776,1,9769,1,389,2,1985,3,2012,3,1984,3,311,5,1986,8,1983
9777,1,389,1,9770,3,1985,3,1984,4,2012,4,311,6,1986,9,1983
9778,1,9771,4,1731,4,1973,4,1974,4,311,4,1730,4,1978,4,1977
9780,1,9773,5,1973,5,1978,5,1977,5,1731,5,1730,5,311,6,1974
9781,1,9774,6,1978,6,1977,6,1973,6,1731,6,1730,6,311,7,1974
9782,1,9775,7,1731,7,1730,7,311,7,1973,7,1974,7,1978,7,1977
9783,1,9776,6,1973,6,1977,6,1978,6,311,6,1730,6,1731,7,1974
9784,1,9777,7,1977,7,1973,7,1731,7,1730,7,311,7,1974,7,1978
9786,1,9785,,,,,,,,,,,,,,
9869,1,8362,1,430,1,9888,1,1652,,,,,,,,
9870,1,7030,1,1893,,,,,,,,,,,,
9882,1,9381,1,373,,,,,,,,,,,,
9883,1,2509,1,371,,,,,,,,,,,,
9884,1,2150,1,2466,,,,,,,,,,,,
9885,1,375,1,9383,,,,,,,,,,,,
9886,1,440,1,2665,,,,,,,,,,,,
9887,1,417,1,6736,,,,,,,,,,,,
9888,1,7285,3,9383,5,2528,,,,,,,,,,
9897,1,2492,5,6736,5,1890,,,,,,,,,,
9898,1,2302,1,2501,1,7498,1,9381,1,9383,1,305,,,,
9899,1,9898,1,2466,1,2455,1,2322,1,8362,1,375,1,9382,,
9900,1,2499,1,2490,1,7293,1,9899,1,2497,1,2301,1,2248,1,2528
9941,10,311,10,9940,,,,,,,,,,,,
9961,1,749,1,303,,,,,,,,,,,,
9972,1,460,10,444,,,,,,,,,,,,
9974,1,473,10,441,,,,,,,,,,,,
10079,1,8500,1,534,1,535,1,6672,1,399,1,286,1,7046,,
10108,1,10106,,,,,,,,,,,,,,
10109,1,10107,,,,,,,,,,,,,,
10208,1,6736,5,1775,5,1777,5,1773,5,1770,,,,,,
10209,1,2455,5,1777,5,1775,5,1770,5,1773,,,,,,
10210,1,2491,5,1773,5,1777,5,1770,5,1775,,,,,,
10211,1,305,5,1777,5,1775,5,1773,5,1770,,,,,,
10212,1,2516,5,1777,5,1773,5,1775,5,1770,,,,,,
10213,1,2448,5,1770,5,1773,5,1775,5,1777,,,,,,
10214,1,2528,5,1777,5,1775,5,1770,5,1773,,,,,,
10215,1,388,5,1775,5,1773,5,1770,5,1777,,,,,,
10216,1,373,5,1770,5,1775,5,1777,5,1773,,,,,,
10217,1,417,5,1770,5,1775,5,1777,5,1773,,,,,,
10218,1,310,5,1773,5,1777,5,1775,5,1770,,,,,,
10219,1,2322,5,1773,5,1777,5,1770,5,1775,,,,,,
10597,1,10544,,,,,,,,,,,,,,
10658,1,10657,,,,,,,,,,,,,,
10750,1,10716,1,10715,1,9941,5,7663,5,750,25,2636,100,1826,100,1953
10751,1,10715,1,10717,1,9941,5,7663,5,750,25,2636,100,1826,100,1953
10752,1,9941,1,10718,1,10715,5,750,5,7663,25,2636,100,1953,100,1826
10753,1,10719,1,9941,1,10715,5,750,5,7663,25,2636,100,1826,100,1953
10754,1,10715,1,9941,1,10720,5,7663,5,750,25,2636,100,1826,100,1953
10755,1,10721,1,10715,1,9941,5,7663,5,750,25,2636,100,1826,100,1953
10756,1,10722,1,10715,1,9941,5,7663,5,750,25,2636,100,1953,100,1826
10757,1,10715,1,10723,1,9941,5,750,5,7663,25,2636,100,1953,100,1826
10758,1,10715,1,9941,1,10724,5,7663,5,750,25,2636,100,1826,100,1953
10759,1,9941,1,10725,1,10715,5,7663,5,750,25,2636,100,1953,100,1826
10760,1,9941,1,10715,1,10726,5,7663,5,750,25,2636,100,1826,100,1953
10761,1,10715,1,9941,1,10727,5,750,5,7663,25,2636,100,1826,100,1953
10762,1,10715,1,9941,1,10728,5,7663,5,750,25,2636,100,1826,100,1953
10763,1,10729,1,10715,1,9941,5,750,5,7663,25,2636,100,1826,100,1953
10764,1,9941,1,10730,1,10715,5,7663,5,750,25,2636,100,1826,100,1953
10765,1,10715,1,10731,1,9941,5,7663,5,750,25,2636,100,1953,100,1826
10766,1,10732,1,9941,1,10715,5,7663,5,750,25,2636,100,1826,100,1953
10767,1,10733,1,9941,1,10715,5,750,5,7663,25,2636,100,1826,100,1953
10768,1,10734,1,9941,1,10715,5,750,5,7663,25,2636,100,1953,100,1826
10769,1,10715,1,9941,1,10735,5,750,5,7663,25,2636,100,1826,100,1953
10770,1,9941,1,10736,1,10715,5,750,5,7663,25,2636,100,1953,100,1826
10771,1,10737,1,10715,1,9941,5,7663,5,750,25,2636,100,1826,100,1953
10772,1,10715,1,10738,1,9941,5,7663,5,750,25,2636,100,1826,100,1953
10773,1,10715,1,9941,1,10739,5,750,5,7663,25,2636,100,1953,100,1826
10774,1,10740,1,10715,1,9941,5,750,5,7663,25,2636,100,1953,100,1826
10775,1,10715,1,10741,1,9941,5,750,5,7663,25,2636,100,1953,100,1826
10776,1,9941,1,10742,1,10715,5,750,5,7663,25,2636,100,1826,100,1953
10777,1,9941,1,10743,1,10715,5,750,5,7663,25,2636,100,1953,100,1826
10778,1,10744,1,9941,1,10715,5,7663,5,750,25,2636,100,1826,100,1953
10779,1,10745,1,10715,1,9941,5,750,5,7663,25,2636,100,1826,100,1953
10780,1,10715,1,10746,1,9941,5,750,5,7663,25,2636,100,1826,100,1953
10781,1,9941,1,10747,1,10715,5,750,5,7663,25,2636,100,1953,100,1826
10782,1,9941,1,10715,1,10748,5,7663,5,750,25,2636,100,1826,100,1953
10783,1,9941,1,10749,1,10715,5,750,5,7663,25,2636,100,1953,100,1826
10809,1,10808,1,10715,1,9941,5,7663,5,750,25,2636,100,1826,100,1953
10811,1,10715,1,9941,1,10810,5,7663,5,750,25,2636,100,1826,100,1953
10836,1,10835,21,8252,24,2492,26,3208,45,9383,50,9381,,,,
10846,1,10909,3,8323,17,8359,21,2286,42,7294,50,8360,,,,
10867,1,10863,,,,,,,,,,,,,,
10868,1,10864,,,,,,,,,,,,,,
10869,1,10865,,,,,,,,,,,,,,
10870,1,10866,,,,,,,,,,,,,,
10883,1,10879,1,9941,1,10715,5,7663,5,750,25,2636,100,1953,100,1826
10884,1,10880,1,9941,1,10715,5,7663,5,750,25,2636,100,1826,100,1953
10885,1,9941,1,10881,1,10715,5,750,5,7663,25,2636,100,1953,100,1826
10886,1,10882,1,9941,1,10715,5,7663,5,750,25,2636,100,1953,100,1826
10986,1,10985,,,,,,,,,,,,,,
11010,1,10715,1,9941,1,11009,5,750,5,7663,25,2636,100,1953,100,1826
11016,1,11011,,,,,,,,,,,,,,
11036,1,9941,1,11031,1,10715,5,750,5,7663,25,2636,100,1953,100,1826
11466,1,11465,,,,,,,,,,,,,,
11467,1,10715,1,9941,1,11470,5,7663,5,750,25,2636,100,1953,100,1826
11474,1,8681,1,2512,1,8439,2,1694,3,479,8,1889,9,424,10,2481
11475,1,2492,1,8438,2,2277,3,449,3,2056,8,2150,9,2273,10,2502
11539,1,8295,2,6489,5,11526,6,11531,21,11528,23,6458,43,9389,58,8310
11542,1,8281,2,8404,10,11526,10,11530,15,11527,25,8492,30,10587,63,2509
11543,1,6998,2,8387,4,11526,10,11529,15,7404,23,11530,28,8359,90,1894
11544,1,8460,5,9280,8,11533,16,11535,16,8385,22,11536,46,2642,72,2323
11545,1,8266,1,7386,5,11531,16,11529,25,11527,25,9269,71,8389,82,7297
11546,1,7136,2,8789,3,11532,11,2026,12,11534,20,11536,22,9277,36,2283
11547,1,2527,1,7514,8,11533,16,11538,20,2674,23,11534,36,8001,67,2528
11548,1,8284,3,8487,5,11532,6,11533,12,7300,16,2268,18,11535,36,8738
11558,1,11554,,,,,,,,,,,,,,
11571,1,311,1,389,1,11569,1,1983,1,1985,2,1984,2,2012,4,1986
11572,1,11570,1,1985,1,1983,1,389,2,1984,2,2012,2,311,4,1986
11573,1,11571,4,1731,4,311,4,1978,4,1977,4,1974,4,1973,4,1730
