Item_ID,Effect_1,Effect_2,Effect_3,Effect_4,Effect_5,Effect_6,Effect_7,Effect_8,Effect_9,Effect_10,Effect_11,Effect_12,Effect_13,Effect_14,Effect_15,Effect_16,Effect_17,Effect_18,Effect_19,Effect_20,Effect_21,Effect_22,Effect_23,Effect_24,Effect_25,Effect_26,Effect_27,Effect_28,Effect_29,Effect_30,Effect_31,Effect_32,Effect_33,Effect_34,Effect_35,Effect_36,Effect_37,Effect_38,Effect_39,Effect_40
639,115_5_5,124_2_21,123_20_20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,100_1_15,138_6_10,119_11_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,100_7_11,182_2_2,124_16_25,152_11_20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,100_6_10,182_1_1,125_11_20,157_1_20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,100_6_10,119_3_3,155_5_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,100_16_20,115_1_1,125_21_30,157_1_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,100_11_15,125_20_20,155_5_5,157_5_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,100_11_15,119_21_30,153_1_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,127_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,605_1_1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,605_1_100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680,605_2_10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683,607_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
684,613_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,611_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,110_20_20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,138_26_50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,614_64_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,138_6_20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,118_6_20,124_1_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,117_1_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,125_11_50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,182_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,123_11_50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,115_3_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,126_11_60,118_11_60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,119_11_60,125_11_60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,118_21_60,112_3_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,125_21_50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,118_11_50,138_11_20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,123_11_50,115_1_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,118_11_40,126_11_40,125_11_40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,182_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,182_1_1,126_11_50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712,124_16_25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713,614_64_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,614_64_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
715,614_64_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716,614_64_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717,614_64_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,604_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719,604_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720,604_733_733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721,604_738_738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
724,604_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725,604_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
726,604_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
727,604_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
728,604_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
729,604_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
730,604_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
731,604_800_800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
732,124_25_25,157_5_5,155_5_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
733,118_11_20,119_11_20,126_11_20,123_11_30,176_2_5,125_21_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
734,118_25_25,153_5_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
737,125_51_100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
739,115_11_20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
742,100_11_15,123_26_40,154_1_10,795_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
743,110_200_200,139_1000_1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
744,123_11_40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
754,241_3_7,242_3_7,243_3_7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
758,138_21_30,125_6_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
759,240_4_12,244_4_12,127_1_1,241_4_12,242_4_12,243_4_12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
760,110_1_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
764,126_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
765,100_6_10,123_11_11,157_10_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
766,112_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
767,118_2_6,155_2_6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
768,125_2_6,152_2_6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
769,123_6_10,153_6_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770,126_6_10,157_6_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
771,100_6_10,123_10_10,156_7_7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
772,240_2_4,244_2_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
773,119_11_20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
774,125_11_20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775,115_2_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776,118_11_20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
777,123_11_20,128_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
778,152_10_10,126_10_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779,241_3_7,242_3_7,243_3_7,138_6_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
781,126_21_35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
782,100_8_12,124_11_20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
783,119_15_15,123_15_15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
784,123_6_10,155_6_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
785,118_6_15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786,126_6_10,153_6_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
787,119_2_6,152_2_6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
789,118_2_2,154_2_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
790,123_11_30,112_1_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
791,100_6_10,123_15_15,124_15_15,126_15_15,157_30_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
795,607_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
796,607_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
797,607_2_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
798,609_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
799,609_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,609_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801,609_2_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
802,606_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
803,606_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
804,606_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
805,606_2_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
806,610_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
807,610_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808,610_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
809,608_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810,610_2_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811,608_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812,608_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
814,608_2_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
815,611_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
816,611_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
817,611_2_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
819,100_7_11,125_9_13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
820,100_8_12,125_10_14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
821,100_9_13,125_11_15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
822,100_13_27,123_12_12,153_4_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
823,100_15_29,123_14_14,153_4_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
824,100_17_31,123_16_16,153_4_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
825,100_18_22,119_15_15,153_9_9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
826,100_20_24,119_20_20,153_14_14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
827,100_22_26,119_25_25,153_19_19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
828,100_3_5,174_10_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829,100_3_5,126_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
830,100_8_12,126_16_20,157_1_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831,100_10_14,126_21_25,157_1_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
832,100_12_16,126_26_30,157_1_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
833,100_12_16,124_12_12,157_10_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834,100_14_18,124_14_14,157_10_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
835,100_16_20,124_16_16,157_10_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
836,111_1_1,116_1_1,157_100_100,155_100_100,154_100_100,152_100_100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
837,118_11_20,155_11_20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
841,111_1_1,155_200_200,157_200_200,154_150_150,152_150_150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849,118_2_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
850,119_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851,125_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
852,126_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
853,123_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
854,118_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
856,119_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859,119_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860,123_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
861,118_6_10,154_6_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
862,126_6_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
863,119_6_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
864,123_6_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
867,111_1_1,157_35_35,155_35_35,182_1_1,152_35_35,154_35_35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
878,614_64_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
879,614_64_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
888,115_2_2,126_15_15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
889,115_2_2,126_20_20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
890,119_3_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891,119_4_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
892,119_5_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
893,100_6_10,126_11_15,119_11_15,156_1_5,152_1_20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894,100_7_11,126_13_17,119_13_17,156_1_5,152_1_20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
895,100_8_12,126_15_19,119_15_19,156_1_5,152_1_20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
896,100_9_13,126_17_21,119_17_21,156_1_5,152_1_20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
897,100_8_12,124_15_15,115_1_1,155_18_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
898,100_8_12,124_15_15,115_2_2,155_18_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
899,100_8_12,124_15_15,115_3_3,155_18_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,100_8_12,124_15_15,115_4_4,155_18_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,125_6_10,119_6_10,157_1_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903,125_11_15,119_11_15,157_1_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
904,125_16_20,119_16_20,157_1_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905,125_21_25,119_21_25,118_21_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906,128_1_1,123_6_10,2100_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907,128_1_1,123_16_20,2100_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
908,128_1_1,123_26_30,2100_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
909,128_1_1,123_26_35,2100_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
910,124_31_40,119_31_40,115_5_6,112_3_4,182_1_1,125_31_40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
911,127_1_1,2100_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
912,124_31_40,119_36_50,115_7_8,112_5_6,125_51_70,241_10_12,242_10_12,243_10_12,182_1_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
916,115_10_10,241_1_1,242_1_1,243_1_1,240_1_1,244_1_1,154_30_30,153_20_20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
917,117_1_2,115_6_10,123_21_50,119_21_50,176_11_15,157_50_50,155_50_50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919,100_6_10,112_1_1,126_41_50,157_1_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
922,100_2_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
923,100_21_35,138_6_10,124_26_30,125_31_50,118_21_30,155_1_20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
924,125_21_25,119_21_25,157_1_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927,100_21_35,126_26_35,118_26_35,115_10_10,153_11_20,138_10_10,156_6_15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
928,100_11_28,118_1_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
932,125_6_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
933,125_11_15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
934,125_16_20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935,123_1_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
936,123_1_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
937,123_1_15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940,240_1_3,244_1_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941,124_1_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
942,241_1_3,242_1_3,243_1_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
943,125_1_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
944,125_1_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
945,124_2_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946,124_3_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
947,124_6_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
948,111_1_1,155_1_300,157_1_300,125_1_30,152_1_300,154_1_300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
949,125_1_15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951,100_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
952,125_21_60,138_6_15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
953,128_1_1,119_1_100,157_100_100,155_100_100,152_100_100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954,112_1_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
955,125_31_100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956,117_1_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
957,138_6_15,125_11_20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
958,124_1_20,119_1_50,123_1_50,125_1_50,118_1_50,126_1_50,521_0_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
966,603_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
967,124_1_20,111_1_1,125_1_30,112_1_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
968,111_1_1,125_1_30,124_1_30,112_1_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
969,125_1_100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970,100_11_30,125_1_100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
971,125_1_100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
972,124_6_50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
976,241_1_10,242_1_10,243_1_10,240_1_10,244_1_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
989,139_100_100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
990,139_70_70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991,139_200_200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992,139_50_50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993,110_51_100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
994,110_101_200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
995,110_11_20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
996,601_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019,125_11_15,124_1_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1021,158_31_50,174_51_100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1026,100_4_7,119_21_30,125_11_15,152_1_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1027,100_5_8,119_25_34,125_13_17,152_1_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1028,100_6_9,119_29_38,125_16_20,152_1_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1029,100_7_10,119_31_40,125_18_22,152_1_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1030,98_1_7,119_6_20,123_6_20,153_6_45,96_1_7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1031,100_16_20,119_21_40,125_21_40,112_4_5,127_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032,100_5_11,119_16_25,123_9_13,115_1_1,156_1_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033,100_6_12,119_18_27,123_12_16,115_2_2,156_1_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1034,100_7_13,119_18_27,123_15_19,115_2_2,156_1_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035,100_8_14,119_18_27,123_20_24,115_2_2,156_1_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1036,100_6_11,119_27_36,124_6_10,115_3_3,157_1_15,155_1_15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1037,100_7_12,119_32_46,124_6_10,115_3_3,155_1_15,157_1_15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038,100_8_13,119_33_52,124_11_15,115_4_4,157_1_15,155_1_15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1039,100_9_14,119_41_60,124_11_15,115_4_4,157_1_15,155_1_15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1040,100_11_18,128_1_1,119_31_50,124_11_20,115_3_5,2100_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041,100_12_26,118_20_20,154_20_20,125_15_15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042,100_14_20,124_10_10,125_20_20,154_15_15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1043,100_14_21,124_11_11,125_22_22,154_20_20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1044,100_14_22,124_13_13,125_24_24,154_20_20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1045,100_14_23,124_15_15,125_26_26,154_20_20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046,100_14_20,118_21_30,123_16_20,155_1_30,112_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047,100_15_21,118_23_32,123_13_22,155_1_30,112_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1048,100_16_22,118_25_34,123_15_24,155_1_30,112_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049,100_17_23,118_27_36,123_17_26,155_1_30,112_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1050,100_16_25,126_26_35,118_26_35,115_2_2,153_1_35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1051,100_16_27,126_28_37,118_28_37,115_2_2,153_1_35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1052,100_16_29,126_30_39,118_30_39,115_2_2,153_1_35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1053,100_16_31,126_32_41,118_32_41,115_2_2,153_1_35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1054,100_6_10,128_1_1,157_41_60,155_41_60,119_11_40,112_1_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1055,100_7_11,126_15_15,124_7_7,157_15_15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1056,100_6_11,126_18_18,124_9_9,157_15_15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
